stage,impl,context,sample,batch_ns,batch_count
T4,engine,tracks=100,58,2049800,1000
T4,engine,tracks=100,59,1912400,1000
T4,engine,tracks=100,60,1972700,1000
T4,engine,tracks=100,61,1733200,1000
T4,engine,tracks=100,62,1901900,1000
T4,engine,tracks=100,63,2131300,1000
T4,engine,tracks=100,64,1998400,1000
T4,engine,tracks=100,65,1926000,1000
T4,engine,tracks=100,66,1932700,1000
T4,engine,tracks=100,67,1821600,1000
T4,engine,tracks=100,68,1989300,1000
T4,engine,tracks=100,69,2118100,1000
T4,engine,tracks=100,70,1937300,1000
T4,engine,tracks=100,71,2009600,1000
T4,engine,tracks=100,72,1752400,1000
T4,engine,tracks=100,73,2023200,1000
T4,engine,tracks=100,74,1923000,1000
T4,engine,tracks=100,75,1994200,1000
T4,engine,tracks=100,76,2008000,1000
T4,engine,tracks=100,77,1782400,1000
T4,engine,tracks=100,78,2056600,1000
T4,engine,tracks=100,79,2026400,1000
T4,engine,tracks=100,80,2002100,1000
T4,engine,tracks=100,81,1959300,1000
T4,engine,tracks=100,82,1837300,1000
T4,engine,tracks=100,83,2075100,1000
T4,engine,tracks=100,84,1958700,1000
T4,engine,tracks=100,85,2132600,1000
T4,engine,tracks=100,86,2029000,1000
T4,engine,tracks=100,87,1878900,1000
T4,engine,tracks=100,88,1874200,1000
T4,engine,tracks=100,89,1970800,1000
T4,engine,tracks=100,90,2037700,1000
T4,engine,tracks=100,91,1952600,1000
T4,engine,tracks=100,92,1721900,1000
T4,engine,tracks=100,93,1954600,1000
T4,engine,tracks=100,94,2090500,1000
T4,engine,tracks=100,95,2041500,1000
T4,engine,tracks=100,96,2036500,1000
T4,engine,tracks=100,97,1792400,1000
T4,engine,tracks=100,98,2096600,1000
T4,engine,tracks=100,99,2020600,1000
T4,monolithic,tracks=100,0,381300,1000
T4,monolithic,tracks=100,1,360700,1000
T4,monolithic,tracks=100,2,362600,1000
T4,monolithic,tracks=100,3,358900,1000
T4,monolithic,tracks=100,4,360800,1000
T4,monolithic,tracks=100,5,389900,1000
T4,monolithic,tracks=100,6,381600,1000
T4,monolithic,tracks=100,7,375000,1000
T4,monolithic,tracks=100,8,360400,1000
T4,monolithic,tracks=100,9,358200,1000
T4,monolithic,tracks=100,10,409800,1000
T4,monolithic,tracks=100,11,364900,1000
T4,monolithic,tracks=100,12,361900,1000
T4,monolithic,tracks=100,13,366300,1000
T4,monolithic,tracks=100,14,364900,1000
T4,monolithic,tracks=100,15,363000,1000
T4,monolithic,tracks=100,16,361200,1000
T4,monolithic,tracks=100,17,358600,1000
T4,monolithic,tracks=100,18,360400,1000
T4,monolithic,tracks=100,19,359800,1000
T4,monolithic,tracks=100,20,357800,1000
T4,monolithic,tracks=100,21,358800,1000
T4,monolithic,tracks=100,22,359900,1000
T4,monolithic,tracks=100,23,357600,1000
T4,monolithic,tracks=100,24,359500,1000
T4,monolithic,tracks=100,25,361300,1000
T4,monolithic,tracks=100,26,359900,1000
T4,monolithic,tracks=100,27,356600,1000
T4,monolithic,tracks=100,28,360000,1000
T4,monolithic,tracks=100,29,453600,1000
T4,monolithic,tracks=100,30,368300,1000
T4,monolithic,tracks=100,31,365800,1000
T4,monolithic,tracks=100,32,365800,1000
T4,monolithic,tracks=100,33,363400,1000
T4,monolithic,tracks=100,34,365600,1000
T4,monolithic,tracks=100,35,363400,1000
T4,monolithic,tracks=100,36,360600,1000
T4,monolithic,tracks=100,37,361200,1000
T4,monolithic,tracks=100,38,363300,1000
T4,monolithic,tracks=100,39,368400,1000
T4,monolithic,tracks=100,40,383000,1000
T4,monolithic,tracks=100,41,383400,1000
T4,monolithic,tracks=100,42,381800,1000
T4,monolithic,tracks=100,43,382400,1000
T4,monolithic,tracks=100,44,369700,1000
T4,monolithic,tracks=100,45,361500,1000
T4,monolithic,tracks=100,46,368900,1000
T4,monolithic,tracks=100,47,365200,1000
T4,monolithic,tracks=100,48,363100,1000
T4,monolithic,tracks=100,49,364300,1000
T4,monolithic,tracks=100,50,358300,1000
T4,monolithic,tracks=100,51,358300,1000
T4,monolithic,tracks=100,52,459400,1000
T4,monolithic,tracks=100,53,377800,1000
T4,monolithic,tracks=100,54,383200,1000
T4,monolithic,tracks=100,55,369500,1000
T4,monolithic,tracks=100,56,361900,1000
T4,monolithic,tracks=100,57,377900,1000
T4,monolithic,tracks=100,58,363700,1000
T4,monolithic,tracks=100,59,362200,1000
T4,monolithic,tracks=100,60,356000,1000
T4,monolithic,tracks=100,61,366900,1000
T4,monolithic,tracks=100,62,357700,1000
T4,monolithic,tracks=100,63,357500,1000
T4,monolithic,tracks=100,64,363100,1000
T4,monolithic,tracks=100,65,358500,1000
T4,monolithic,tracks=100,66,358000,1000
T4,monolithic,tracks=100,67,362300,1000
T4,monolithic,tracks=100,68,358000,1000
T4,monolithic,tracks=100,69,358800,1000
T4,monolithic,tracks=100,70,362800,1000
T4,monolithic,tracks=100,71,358300,1000
T4,monolithic,tracks=100,72,359500,1000
T4,monolithic,tracks=100,73,360800,1000
T4,monolithic,tracks=100,74,356700,1000
T4,monolithic,tracks=100,75,359400,1000
T4,monolithic,tracks=100,76,362600,1000
T4,monolithic,tracks=100,77,358800,1000
T4,monolithic,tracks=100,78,359300,1000
T4,monolithic,tracks=100,79,360100,1000
T4,monolithic,tracks=100,80,356000,1000
T4,monolithic,tracks=100,81,359300,1000
T4,monolithic,tracks=100,82,360700,1000
T4,monolithic,tracks=100,83,358200,1000
T4,monolithic,tracks=100,84,360400,1000
T4,monolithic,tracks=100,85,362000,1000
T4,monolithic,tracks=100,86,362600,1000
T4,monolithic,tracks=100,87,356900,1000
T4,monolithic,tracks=100,88,363800,1000
T4,monolithic,tracks=100,89,357500,1000
T4,monolithic,tracks=100,90,357200,1000
T4,monolithic,tracks=100,91,364500,1000
T4,monolithic,tracks=100,92,359400,1000
T4,monolithic,tracks=100,93,395200,1000
T4,monolithic,tracks=100,94,359800,1000
T4,monolithic,tracks=100,95,358000,1000
T4,monolithic,tracks=100,96,445400,1000
T4,monolithic,tracks=100,97,363900,1000
T4,monolithic,tracks=100,98,361900,1000
T4,monolithic,tracks=100,99,365400,1000
T4,engine,tracks=1000,0,7663800,1000
T4,engine,tracks=1000,1,7593700,1000
T4,engine,tracks=1000,2,7236900,1000
T4,engine,tracks=1000,3,7817700,1000
T4,engine,tracks=1000,4,7577500,1000
T4,engine,tracks=1000,5,7622900,1000
T4,engine,tracks=1000,6,7545300,1000
T4,engine,tracks=1000,7,7463600,1000
T4,engine,tracks=1000,8,7496300,1000
T4,engine,tracks=1000,9,7221200,1000
T4,engine,tracks=1000,10,7320200,1000
T4,engine,tracks=1000,11,7712500,1000
T4,engine,tracks=1000,12,7571900,1000
T4,engine,tracks=1000,13,7507600,1000
T4,engine,tracks=1000,14,7664100,1000
T4,engine,tracks=1000,15,7344500,1000
T4,engine,tracks=1000,16,7446900,1000
T4,engine,tracks=1000,17,7529700,1000
T4,engine,tracks=1000,18,7169300,1000
T4,engine,tracks=1000,19,7533200,1000
T4,engine,tracks=1000,20,7445400,1000
T4,engine,tracks=1000,21,7535900,1000
T4,engine,tracks=1000,22,7523600,1000
T4,engine,tracks=1000,23,7409900,1000
T4,engine,tracks=1000,24,7724200,1000
T4,engine,tracks=1000,25,7497800,1000
T4,engine,tracks=1000,26,7289700,1000
T4,engine,tracks=1000,27,7550600,1000
T4,engine,tracks=1000,28,7664400,1000
T4,engine,tracks=1000,29,7544400,1000
T4,engine,tracks=1000,30,7507300,1000
T4,engine,tracks=1000,31,7414600,1000
T4,engine,tracks=1000,32,7431400,1000
T4,engine,tracks=1000,33,7189900,1000
T4,engine,tracks=1000,34,7467600,1000
T4,engine,tracks=1000,35,7648100,1000
T4,engine,tracks=1000,36,7590900,1000
T4,engine,tracks=1000,37,7464200,1000
T4,engine,tracks=1000,38,7469500,1000
T4,engine,tracks=1000,39,7506800,1000
T4,engine,tracks=1000,40,7388000,1000
T4,engine,tracks=1000,41,7397000,1000
T4,engine,tracks=1000,42,7156600,1000
T4,engine,tracks=1000,43,7524500,1000
T4,engine,tracks=1000,44,7593500,1000
T4,engine,tracks=1000,45,7614500,1000
T4,engine,tracks=1000,46,7541700,1000
T4,engine,tracks=1000,47,7552400,1000
T4,engine,tracks=1000,48,7476900,1000
T4,engine,tracks=1000,49,7123300,1000
T4,engine,tracks=1000,50,7567300,1000
T4,engine,tracks=1000,51,7348000,1000
T4,engine,tracks=1000,52,7762600,1000
T4,engine,tracks=1000,53,7560900,1000
T4,engine,tracks=1000,54,7938800,1000
T4,engine,tracks=1000,55,7986500,1000
T4,engine,tracks=1000,56,7076100,1000
T4,engine,tracks=1000,57,7519000,1000
T4,engine,tracks=1000,58,7676500,1000
T4,engine,tracks=1000,59,7392300,1000
T4,engine,tracks=1000,60,7533000,1000
T4,engine,tracks=1000,61,7631600,1000
T4,engine,tracks=1000,62,7568600,1000
T4,engine,tracks=1000,63,7126400,1000
T4,engine,tracks=1000,64,7425800,1000
T4,engine,tracks=1000,65,7456900,1000
T4,engine,tracks=1000,66,7609400,1000
T4,engine,tracks=1000,67,7519600,1000
T4,engine,tracks=1000,68,7501500,1000
T4,engine,tracks=1000,69,7401900,1000
T4,engine,tracks=1000,70,7451800,1000
T4,engine,tracks=1000,71,7121100,1000
T4,engine,tracks=1000,72,7391100,1000
T4,engine,tracks=1000,73,7487300,1000
T4,engine,tracks=1000,74,7474300,1000
T4,engine,tracks=1000,75,7521300,1000
T4,engine,tracks=1000,76,7481600,1000
T4,engine,tracks=1000,77,7635300,1000
T4,engine,tracks=1000,78,7055400,1000
T4,engine,tracks=1000,79,7443000,1000
T4,engine,tracks=1000,80,7600100,1000
T4,engine,tracks=1000,81,7528600,1000
T4,engine,tracks=1000,82,7537000,1000
T4,engine,tracks=1000,83,7653100,1000
T4,engine,tracks=1000,84,7570900,1000
T4,engine,tracks=1000,85,7333900,1000
T4,engine,tracks=1000,86,7605800,1000
T4,engine,tracks=1000,87,7688300,1000
T4,engine,tracks=1000,88,7466100,1000
T4,engine,tracks=1000,89,8408200,1000
T4,engine,tracks=1000,90,7537300,1000
T4,engine,tracks=1000,91,7463200,1000
T4,engine,tracks=1000,92,7519300,1000
T4,engine,tracks=1000,93,7643900,1000
T4,engine,tracks=1000,94,7535300,1000
T4,engine,tracks=1000,95,7574100,1000
T4,engine,tracks=1000,96,7426600,1000
T4,engine,tracks=1000,97,7209300,1000
T4,engine,tracks=1000,98,7578100,1000
T4,engine,tracks=1000,99,7538100,1000
T4,monolithic,tracks=1000,0,5542500,1000
T4,monolithic,tracks=1000,1,5568600,1000
T4,monolithic,tracks=1000,2,5548800,1000
T4,monolithic,tracks=1000,3,5544700,1000
T4,monolithic,tracks=1000,4,5521200,1000
T4,monolithic,tracks=1000,5,5590100,1000
T4,monolithic,tracks=1000,6,5565000,1000
T4,monolithic,tracks=1000,7,5549600,1000
T4,monolithic,tracks=1000,8,5595200,1000
T4,monolithic,tracks=1000,9,5481300,1000
T4,monolithic,tracks=1000,10,5482600,1000
T4,monolithic,tracks=1000,11,5738900,1000
T4,monolithic,tracks=1000,12,5535200,1000
T4,monolithic,tracks=1000,13,7228700,1000
T4,monolithic,tracks=1000,14,5547600,1000
T4,monolithic,tracks=1000,15,5461000,1000
T4,monolithic,tracks=1000,16,5959300,1000
T4,monolithic,tracks=1000,17,5474900,1000
T4,monolithic,tracks=1000,18,5497100,1000
T4,monolithic,tracks=1000,19,5708300,1000
T4,monolithic,tracks=1000,20,5486700,1000
T4,monolithic,tracks=1000,21,5550600,1000
T4,monolithic,tracks=1000,22,5650900,1000
T4,monolithic,tracks=1000,23,5521900,1000
T4,monolithic,tracks=1000,24,5615400,1000
T4,monolithic,tracks=1000,25,5592400,1000
T4,monolithic,tracks=1000,26,5624400,1000
T4,monolithic,tracks=1000,27,5713200,1000
T4,monolithic,tracks=1000,28,5632200,1000
T4,monolithic,tracks=1000,29,5586800,1000
T4,monolithic,tracks=1000,30,5697700,1000
T4,monolithic,tracks=1000,31,5642200,1000
T4,monolithic,tracks=1000,32,5618200,1000
T4,monolithic,tracks=1000,33,5683600,1000
T4,monolithic,tracks=1000,34,5586200,1000
T4,monolithic,tracks=1000,35,5747500,1000
T4,monolithic,tracks=1000,36,5520300,1000
T4,monolithic,tracks=1000,37,5503500,1000
T4,monolithic,tracks=1000,38,5560600,1000
T4,monolithic,tracks=1000,39,5484700,1000
T4,monolithic,tracks=1000,40,5561200,1000
T4,monolithic,tracks=1000,41,5495700,1000
T4,monolithic,tracks=1000,42,5503000,1000
T4,monolithic,tracks=1000,43,5543500,1000
T4,monolithic,tracks=1000,44,5745200,1000
T4,monolithic,tracks=1000,45,5460400,1000
T4,monolithic,tracks=1000,46,5500700,1000
T4,monolithic,tracks=1000,47,5486200,1000
T4,monolithic,tracks=1000,48,5489900,1000
T4,monolithic,tracks=1000,49,5556500,1000
T4,monolithic,tracks=1000,50,5574100,1000
T4,monolithic,tracks=1000,51,5507600,1000
T4,monolithic,tracks=1000,52,5469100,1000
T4,monolithic,tracks=1000,53,5734200,1000
T4,monolithic,tracks=1000,54,5942000,1000
T4,monolithic,tracks=1000,55,5526200,1000
T4,monolithic,tracks=1000,56,5572000,1000
T4,monolithic,tracks=1000,57,5743000,1000
T4,monolithic,tracks=1000,58,5598900,1000
T4,monolithic,tracks=1000,59,5588200,1000
T4,monolithic,tracks=1000,60,5481900,1000
T4,monolithic,tracks=1000,61,6064900,1000
T4,monolithic,tracks=1000,62,5506100,1000
T4,monolithic,tracks=1000,63,5492700,1000
T4,monolithic,tracks=1000,64,5689200,1000
T4,monolithic,tracks=1000,65,5530600,1000
T4,monolithic,tracks=1000,66,5485100,1000
T4,monolithic,tracks=1000,67,5689100,1000
T4,monolithic,tracks=1000,68,5435900,1000
T4,monolithic,tracks=1000,69,5647800,1000
T4,monolithic,tracks=1000,70,5533800,1000
T4,monolithic,tracks=1000,71,5484200,1000
T4,monolithic,tracks=1000,72,5717200,1000
T4,monolithic,tracks=1000,73,5485100,1000
T4,monolithic,tracks=1000,74,5481000,1000
T4,monolithic,tracks=1000,75,5493000,1000
T4,monolithic,tracks=1000,76,5503500,1000
T4,monolithic,tracks=1000,77,5479200,1000
T4,monolithic,tracks=1000,78,5584400,1000
T4,monolithic,tracks=1000,79,5549000,1000
T4,monolithic,tracks=1000,80,5559400,1000
T4,monolithic,tracks=1000,81,6206800,1000
T4,monolithic,tracks=1000,82,5509200,1000
T4,monolithic,tracks=1000,83,5729200,1000
T4,monolithic,tracks=1000,84,5477100,1000
T4,monolithic,tracks=1000,85,5426900,1000
T4,monolithic,tracks=1000,86,5849400,1000
T4,monolithic,tracks=1000,87,5641600,1000
T4,monolithic,tracks=1000,88,5475700,1000
T4,monolithic,tracks=1000,89,5607400,1000
T4,monolithic,tracks=1000,90,5512000,1000
T4,monolithic,tracks=1000,91,5574300,1000
T4,monolithic,tracks=1000,92,5880800,1000
T4,monolithic,tracks=1000,93,5498000,1000
T4,monolithic,tracks=1000,94,5540500,1000
T4,monolithic,tracks=1000,95,5723700,1000
T4,monolithic,tracks=1000,96,5544200,1000
T4,monolithic,tracks=1000,97,5569300,1000
T4,monolithic,tracks=1000,98,5648500,1000
T4,monolithic,tracks=1000,99,5531100,1000
T4,engine,tracks=10000,0,77875400,1000
T4,engine,tracks=10000,1,77015500,1000
T4,engine,tracks=10000,2,76901100,1000
T4,engine,tracks=10000,3,76376700,1000
T4,engine,tracks=10000,4,76723500,1000
T4,engine,tracks=10000,5,77475600,1000
T4,engine,tracks=10000,6,77856800,1000
T4,engine,tracks=10000,7,76460200,1000
T4,engine,tracks=10000,8,78360600,1000
T4,engine,tracks=10000,9,77946700,1000
T4,engine,tracks=10000,10,82234800,1000
T4,engine,tracks=10000,11,77402200,1000
T4,engine,tracks=10000,12,76408000,1000
T4,engine,tracks=10000,13,76445300,1000
T4,engine,tracks=10000,14,76621000,1000
T4,engine,tracks=10000,15,77363200,1000
T4,engine,tracks=10000,16,77349500,1000
T4,engine,tracks=10000,17,76648900,1000
T4,engine,tracks=10000,18,76569700,1000
T4,engine,tracks=10000,19,77946600,1000
T4,engine,tracks=10000,20,79732700,1000
T4,engine,tracks=10000,21,79064300,1000
T4,engine,tracks=10000,22,79897900,1000
T4,engine,tracks=10000,23,80164300,1000
T4,engine,tracks=10000,24,79101900,1000
T4,engine,tracks=10000,25,79394200,1000
T4,engine,tracks=10000,26,77671300,1000
T4,engine,tracks=10000,27,80234600,1000
T4,engine,tracks=10000,28,80526700,1000
T4,engine,tracks=10000,29,81427500,1000
T4,engine,tracks=10000,30,78419000,1000
T4,engine,tracks=10000,31,77680500,1000
T4,engine,tracks=10000,32,77979400,1000
T4,engine,tracks=10000,33,78752200,1000
T4,engine,tracks=10000,34,79795200,1000
T4,engine,tracks=10000,35,78092000,1000
T4,engine,tracks=10000,36,78582400,1000
T4,engine,tracks=10000,37,78767300,1000
T4,engine,tracks=10000,38,78194900,1000
T4,engine,tracks=10000,39,78229700,1000
T4,engine,tracks=10000,40,76204300,1000
T4,engine,tracks=10000,41,78947500,1000
T4,engine,tracks=10000,42,78071900,1000
T4,engine,tracks=10000,43,78384200,1000
T4,engine,tracks=10000,44,76994900,1000
T4,engine,tracks=10000,45,78344700,1000
T4,engine,tracks=10000,46,79003700,1000
T4,engine,tracks=10000,47,77773300,1000
T4,engine,tracks=10000,48,78667800,1000
T4,engine,tracks=10000,49,77481800,1000
T4,engine,tracks=10000,50,77876200,1000
T4,engine,tracks=10000,51,76930700,1000
T4,engine,tracks=10000,52,77583400,1000
T4,engine,tracks=10000,53,78835700,1000
T4,engine,tracks=10000,54,78280400,1000
T4,engine,tracks=10000,55,77421200,1000
T4,engine,tracks=10000,56,78472700,1000
T4,engine,tracks=10000,57,77868600,1000
T4,engine,tracks=10000,58,77715600,1000
T4,engine,tracks=10000,59,77702000,1000
T4,engine,tracks=10000,60,77475300,1000
T4,engine,tracks=10000,61,77585800,1000
T4,engine,tracks=10000,62,75067900,1000
T4,engine,tracks=10000,63,76102800,1000
T4,engine,tracks=10000,64,76576800,1000
T4,engine,tracks=10000,65,77065100,1000
T4,engine,tracks=10000,66,77010700,1000
T4,engine,tracks=10000,67,76513000,1000
T4,engine,tracks=10000,68,77062400,1000
T4,engine,tracks=10000,69,77823500,1000
T4,engine,tracks=10000,70,77288500,1000
T4,engine,tracks=10000,71,77672100,1000
T4,engine,tracks=10000,72,81547100,1000
T4,engine,tracks=10000,73,79748300,1000
T4,engine,tracks=10000,74,79481500,1000
T4,engine,tracks=10000,75,78335100,1000
T4,engine,tracks=10000,76,76957300,1000
T4,engine,tracks=10000,77,76916200,1000
T4,engine,tracks=10000,78,76499100,1000
T4,engine,tracks=10000,79,77165700,1000
T4,engine,tracks=10000,80,78250700,1000
T4,engine,tracks=10000,81,79068600,1000
T4,engine,tracks=10000,82,78372100,1000
T4,engine,tracks=10000,83,77190400,1000
T4,engine,tracks=10000,84,77062700,1000
T4,engine,tracks=10000,85,78532400,1000
T4,engine,tracks=10000,86,76547000,1000
T4,engine,tracks=10000,87,76914500,1000
T4,engine,tracks=10000,88,76278000,1000
T4,engine,tracks=10000,89,77831900,1000
T4,engine,tracks=10000,90,77212100,1000
T4,engine,tracks=10000,91,76549900,1000
T4,engine,tracks=10000,92,77854700,1000
T4,engine,tracks=10000,93,77037600,1000
T4,engine,tracks=10000,94,76655300,1000
T4,engine,tracks=10000,95,76644600,1000
T4,engine,tracks=10000,96,79610900,1000
T4,engine,tracks=10000,97,79045900,1000
T4,engine,tracks=10000,98,78349000,1000
T4,engine,tracks=10000,99,77745800,1000
T4,monolithic,tracks=10000,0,75009100,1000
T4,monolithic,tracks=10000,1,75615700,1000
T4,monolithic,tracks=10000,2,75789500,1000
T4,monolithic,tracks=10000,3,75105600,1000
T4,monolithic,tracks=10000,4,76249300,1000
T4,monolithic,tracks=10000,5,75557800,1000
T4,monolithic,tracks=10000,6,75517600,1000
T4,monolithic,tracks=10000,7,74788200,1000
T4,monolithic,tracks=10000,8,75339100,1000
T4,monolithic,tracks=10000,9,73507300,1000
T4,monolithic,tracks=10000,10,73882000,1000
T4,monolithic,tracks=10000,11,73660500,1000
T4,monolithic,tracks=10000,12,75549600,1000
T4,monolithic,tracks=10000,13,74322800,1000
T4,monolithic,tracks=10000,14,74464000,1000
T4,monolithic,tracks=10000,15,74915400,1000
T4,monolithic,tracks=10000,16,74536300,1000
T4,monolithic,tracks=10000,17,73779900,1000
T4,monolithic,tracks=10000,18,74215200,1000
T4,monolithic,tracks=10000,19,74456200,1000
T4,monolithic,tracks=10000,20,75193200,1000
T4,monolithic,tracks=10000,21,74241200,1000
T4,monolithic,tracks=10000,22,73467100,1000
T4,monolithic,tracks=10000,23,73778300,1000
T4,monolithic,tracks=10000,24,73389700,1000
T4,monolithic,tracks=10000,25,74072800,1000
T4,monolithic,tracks=10000,26,74786800,1000
T4,monolithic,tracks=10000,27,74652900,1000
T4,monolithic,tracks=10000,28,74091000,1000
T4,monolithic,tracks=10000,29,73965200,1000
T4,monolithic,tracks=10000,30,73109000,1000
T4,monolithic,tracks=10000,31,73784300,1000
T4,monolithic,tracks=10000,32,74142800,1000
T4,monolithic,tracks=10000,33,74814300,1000
T4,monolithic,tracks=10000,34,73727800,1000
T4,monolithic,tracks=10000,35,73831100,1000
T4,monolithic,tracks=10000,36,73261000,1000
T4,monolithic,tracks=10000,37,73663000,1000
T4,monolithic,tracks=10000,38,73907300,1000
T4,monolithic,tracks=10000,39,73761000,1000
T4,monolithic,tracks=10000,40,74290900,1000
T4,monolithic,tracks=10000,41,74565900,1000
T4,monolithic,tracks=10000,42,74709700,1000
T4,monolithic,tracks=10000,43,73832200,1000
T4,monolithic,tracks=10000,44,73742400,1000
T4,monolithic,tracks=10000,45,73297900,1000
T4,monolithic,tracks=10000,46,73981800,1000
T4,monolithic,tracks=10000,47,73052400,1000
T4,monolithic,tracks=10000,48,73524100,1000
T4,monolithic,tracks=10000,49,73746700,1000
T4,monolithic,tracks=10000,50,74277300,1000
T4,monolithic,tracks=10000,51,74166600,1000
T4,monolithic,tracks=10000,52,74081100,1000
T4,monolithic,tracks=10000,53,73596700,1000
T4,monolithic,tracks=10000,54,74024400,1000
T4,monolithic,tracks=10000,55,74403000,1000
T4,monolithic,tracks=10000,56,73195900,1000
T4,monolithic,tracks=10000,57,73850500,1000
T4,monolithic,tracks=10000,58,73813800,1000
T4,monolithic,tracks=10000,59,73551200,1000
T4,monolithic,tracks=10000,60,73862700,1000
T4,monolithic,tracks=10000,61,74370700,1000
T4,monolithic,tracks=10000,62,74154900,1000
T4,monolithic,tracks=10000,63,73733400,1000
T4,monolithic,tracks=10000,64,74821500,1000
T4,monolithic,tracks=10000,65,74250100,1000
T4,monolithic,tracks=10000,66,73729000,1000
T4,monolithic,tracks=10000,67,73915100,1000
T4,monolithic,tracks=10000,68,73349100,1000
T4,monolithic,tracks=10000,69,73528500,1000
T4,monolithic,tracks=10000,70,74227500,1000
T4,monolithic,tracks=10000,71,73998100,1000
T4,monolithic,tracks=10000,72,74169200,1000
T4,monolithic,tracks=10000,73,74367000,1000
T4,monolithic,tracks=10000,74,73929200,1000
T4,monolithic,tracks=10000,75,73621600,1000
T4,monolithic,tracks=10000,76,73942100,1000
T4,monolithic,tracks=10000,77,73773400,1000
T4,monolithic,tracks=10000,78,73748200,1000
T4,monolithic,tracks=10000,79,73679300,1000
T4,monolithic,tracks=10000,80,73020600,1000
T4,monolithic,tracks=10000,81,72960900,1000
T4,monolithic,tracks=10000,82,73941200,1000
T4,monolithic,tracks=10000,83,74147000,1000
T4,monolithic,tracks=10000,84,73295100,1000
T4,monolithic,tracks=10000,85,73747900,1000
T4,monolithic,tracks=10000,86,74710400,1000
T4,monolithic,tracks=10000,87,73935900,1000
T4,monolithic,tracks=10000,88,74153800,1000
T4,monolithic,tracks=10000,89,73322000,1000
T4,monolithic,tracks=10000,90,72960900,1000
T4,monolithic,tracks=10000,91,73186200,1000
T4,monolithic,tracks=10000,92,73715400,1000
T4,monolithic,tracks=10000,93,73240300,1000
T4,monolithic,tracks=10000,94,74934500,1000
T4,monolithic,tracks=10000,95,72964000,1000
T4,monolithic,tracks=10000,96,74331500,1000
T4,monolithic,tracks=10000,97,73774100,1000
T4,monolithic,tracks=10000,98,73722200,1000
T4,monolithic,tracks=10000,99,74451200,1000
